class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Correct,0.4880390763282776,0.6248619556427002,-0.5577298402786255,0.9999966621398926,0.5077831745147705,0.5881800651550293,-0.5118665099143982,0.9999943971633911,0.5191918611526489,0.5914229154586792,-0.5116884112358093,0.9999935626983643,0.528252124786377,0.5952630043029785,-0.5114041566848755,0.9999943971633911,0.4706752896308899,0.5849999189376831,-0.48135265707969666,0.999994158744812,0.4585823118686676,0.5866043567657471,-0.4805557131767273,0.9999912977218628,0.44683998823165894,0.5896440744400024,-0.48061150312423706,0.9999924898147583,0.5452163815498352,0.632009744644165,-0.2743152678012848,0.9999949932098389,0.4347500205039978,0.6309109926223755,-0.11961624771356583,0.9999940395355225,0.5114196538925171,0.6897168159484863,-0.48025473952293396,0.9999927282333374,0.4645770192146301,0.6842546463012695,-0.43818777799606323,0.9999923706054688,0.6338208913803101,0.9194203019142151,-0.20480208098888397,0.9994389414787292,0.3421494960784912,0.9184237718582153,0.04022594913840294,0.9991187453269958,0.8391574621200562,1.0210392475128174,-0.6289359331130981,0.9602562785148621,0.12889859080314636,1.0256112813949585,-0.2671903073787689,0.9641612768173218,0.8346766233444214,0.7284138798713684,-0.9863235354423523,0.9972270131111145,0.16577565670013428,0.727361798286438,-0.7329103350639343,0.9824951887130737,0.8415960073471069,0.6570768356323242,-1.0685946941375732,0.9916879534721375,0.17735767364501953,0.6372696161270142,-0.8198356628417969,0.9575075507164001,0.8228862881660461,0.6302629709243774,-0.9748853445053101,0.9920211434364319,0.2000088393688202,0.6234736442565918,-0.7219282388687134,0.9656737446784973,0.8119502067565918,0.6520469188690186,-0.9669095873832703,0.9902694225311279,0.2034643590450287,0.6551835536956787,-0.722281813621521,0.968417227268219,0.5711808800697327,1.6797442436218262,-0.11254213005304337,0.002080027014017105,0.3602650761604309,1.655696988105774,0.11695460975170135,0.0021465057507157326,0.5417971014976501,2.3030402660369873,-0.21719951927661896,0.0005863989354111254,0.3479935824871063,2.2877004146575928,0.2942187786102295,0.00010538042261032388,0.5415666103363037,2.837137222290039,0.09862576425075531,3.087978620897047e-05,0.34846729040145874,2.820364475250244,0.6232469081878662,1.7796080555854132e-06,0.5512602925300598,2.9142353534698486,0.10752525180578232,3.766154623008333e-05,0.3421742916107178,2.889634132385254,0.6475474834442139,1.2253768545633648e-05,0.5045071840286255,2.991002321243286,-0.3577086329460144,4.119609002373181e-05,0.37013059854507446,2.999558448791504,0.20336607098579407,3.533464405336417e-05
Correct,0.49321165680885315,0.6245976686477661,-0.5267983078956604,0.9999969005584717,0.5100128054618835,0.5865870714187622,-0.4760138988494873,0.9999947547912598,0.5207570195198059,0.5892778038978577,-0.4757225513458252,0.9999939799308777,0.5294310450553894,0.592529833316803,-0.4753245413303375,0.999994695186615,0.47430506348609924,0.5849236249923706,-0.4502001404762268,0.9999945759773254,0.4619894027709961,0.5866698622703552,-0.4496876299381256,0.9999918937683105,0.45055490732192993,0.5899161696434021,-0.4497029185295105,0.9999930262565613,0.5468965768814087,0.6288243532180786,-0.24128934741020203,0.9999952912330627,0.4363623261451721,0.6310762763023376,-0.10928448289632797,0.9999944567680359,0.5186567306518555,0.6881282925605774,-0.4504275918006897,0.999993085861206,0.47368717193603516,0.6843317747116089,-0.41554564237594604,0.999992847442627,0.6422670483589172,0.9204810857772827,-0.1687164157629013,0.9994491338729858,0.34628206491470337,0.9261243939399719,0.04693806171417236,0.9991577863693237,0.842999279499054,1.0335215330123901,-0.5077980160713196,0.9596827030181885,0.12569905817508698,1.038027048110962,-0.2749955356121063,0.9634333848953247,0.8346529006958008,0.7309293150901794,-0.7932107448577881,0.9972451329231262,0.1653902232646942,0.727445125579834,-0.8161187171936035,0.9830955862998962,0.8415155410766602,0.6549555063247681,-0.8646241426467896,0.9919353127479553,0.17569924890995026,0.6373071074485779,-0.9163593053817749,0.9596717357635498,0.821727454662323,0.6286705732345581,-0.7699287533760071,0.9922640919685364,0.19908766448497772,0.6244038343429565,-0.8206289410591125,0.967528760433197,0.8109539747238159,0.6520628333091736,-0.7745614647865295,0.9905937314033508,0.20287933945655823,0.6554964780807495,-0.8118768930435181,0.9701211452484131,0.5895765423774719,1.655014157295227,-0.122650645673275,0.0019212521146982908,0.39486372470855713,1.6599912643432617,0.12718187272548676,0.0019915595185011625,0.5633047223091125,2.305053949356079,-0.25173917412757874,0.0005712913116440177,0.3744371831417084,2.2969470024108887,0.2466132938861847,9.995449363486841e-05,0.5651611685752869,2.8447701930999756,0.07587014883756638,2.85754485958023e-05,0.37747079133987427,2.831914186477661,0.5021423101425171,1.6899017509786063e-06,0.5751596689224243,2.9252102375030518,0.0853700190782547,3.469657531240955e-05,0.3739829659461975,2.9056308269500732,0.5187309980392456,1.1584796084207483e-05,0.5307416319847107,2.9938509464263916,-0.3599485754966736,3.963303242926486e-05,0.38990628719329834,3.0027356147766113,0.0869753509759903,3.3776745112845674e-05
Correct,0.496265172958374,0.6233481764793396,-0.4921998083591461,0.999997079372406,0.5116134285926819,0.5846450924873352,-0.44177478551864624,0.9999949932098389,0.5220624804496765,0.5872555375099182,-0.44144710898399353,0.9999942183494568,0.5305496454238892,0.5904487371444702,-0.441093385219574,0.9999948740005493,0.47658857703208923,0.5839926600456238,-0.42039284110069275,0.9999948143959045,0.4640798568725586,0.5863150358200073,-0.41982752084732056,0.9999922513961792,0.4527154862880707,0.5898734927177429,-0.4199104905128479,0.9999933838844299,0.5480237007141113,0.627066433429718,-0.20963630080223083,0.9999954700469971,0.43716853857040405,0.6309714913368225,-0.09932003915309906,0.999994695186615,0.5218201875686646,0.6857975125312805,-0.4159940779209137,0.9999932050704956,0.47670993208885193,0.6840633153915405,-0.38731732964515686,0.999993085861206,0.6442931890487671,0.921328067779541,-0.12019097805023193,0.9994302988052368,0.34677812457084656,0.9284471869468689,0.04689382016658783,0.999154269695282,0.8455089330673218,1.037638545036316,-0.457702100276947,0.9583308100700378,0.12293702363967896,1.046478509902954,-0.2974560260772705,0.9618047475814819,0.8346433639526367,0.7309679388999939,-0.769619882106781,0.9970076680183411,0.16459020972251892,0.7284501791000366,-0.8444622755050659,0.9828065633773804,0.8413876295089722,0.6512759923934937,-0.8388059735298157,0.9916010499000549,0.17368364334106445,0.6389361619949341,-0.9455954432487488,0.9601701498031616,0.8207253217697144,0.6256460547447205,-0.7447130680084229,0.9920023083686829,0.1975361555814743,0.6257991790771484,-0.8500835299491882,0.9681075215339661,0.8103402853012085,0.6512767672538757,-0.7502485513687134,0.9902606010437012,0.20163552463054657,0.6557440161705017,-0.8385578989982605,0.9705125093460083,0.595802903175354,1.6454384326934814,-0.10676760971546173,0.0018113435944542289,0.39065176248550415,1.6672013998031616,0.11151526868343353,0.001899367431178689,0.5725046992301941,2.30542254447937,-0.24659666419029236,0.0005835886695422232,0.38331642746925354,2.298027276992798,0.15943095088005066,9.93679859675467e-05,0.5743175745010376,2.844836473464966,0.06756480038166046,2.6693014660850167e-05,0.38404425978660583,2.8330085277557373,0.3852682411670685,1.6174869870155817e-06,0.5820597410202026,2.9251420497894287,0.07619017362594604,3.238662611693144e-05,0.37841543555259705,2.908010244369507,0.39728426933288574,1.086849079001695e-05,0.5446275472640991,2.9938104152679443,-0.35868093371391296,3.882747114403173e-05,0.4008259177207947,3.002573013305664,-0.0244227834045887,3.2021391234593466e-05
Correct,0.4976302981376648,0.622766375541687,-0.49092140793800354,0.9999972581863403,0.5124226808547974,0.5833851099014282,-0.44306668639183044,0.9999951720237732,0.5228466391563416,0.585872232913971,-0.4427902102470398,0.9999943971633911,0.5313229560852051,0.5889504551887512,-0.44242581725120544,0.9999950528144836,0.47748082876205444,0.5834242105484009,-0.4170752167701721,0.9999950528144836,0.4649812579154968,0.5861299633979797,-0.41642969846725464,0.9999926090240479,0.45361605286598206,0.5898697972297668,-0.4164997637271881,0.9999936819076538,0.5489621162414551,0.6255834698677063,-0.21713557839393616,0.9999956488609314,0.43777933716773987,0.6309705376625061,-0.08433953672647476,0.9999949336051941,0.523492693901062,0.6847078800201416,-0.41778379678726196,0.9999933242797852,0.4780319333076477,0.6840308904647827,-0.3820459842681885,0.9999932646751404,0.6467658281326294,0.9222621321678162,-0.1404632031917572,0.9993811845779419,0.3470345437526703,0.9367802143096924,0.07132138311862946,0.9991455078125,0.848619282245636,1.0397725105285645,-0.49311724305152893,0.9569920897483826,0.12163068354129791,1.0552645921707153,-0.2664737403392792,0.961051344871521,0.8346447944641113,0.7308437824249268,-0.7910443544387817,0.9969119429588318,0.16258755326271057,0.7314916253089905,-0.8190590143203735,0.9830804467201233,0.8412290811538696,0.6484211683273315,-0.8589118123054504,0.9915655851364136,0.1711772382259369,0.6407365202903748,-0.9135897755622864,0.9615929126739502,0.8200100064277649,0.6231800317764282,-0.7570662498474121,0.9919711947441101,0.19466742873191833,0.6276878118515015,-0.820022702217102,0.9693577885627747,0.8099733591079712,0.6502062678337097,-0.767553985118866,0.990286648273468,0.19884568452835083,0.6568446159362793,-0.8134128451347351,0.9717077612876892,0.6017962098121643,1.6446183919906616,-0.12605804204940796,0.0016945847310125828,0.3897891044616699,1.6784623861312866,0.13080880045890808,0.0017851940356194973,0.5778429508209229,2.308262586593628,-0.32110244035720825,0.0005721747293137014,0.38746023178100586,2.3086676597595215,0.25333142280578613,9.461588342674077e-05,0.5812398791313171,2.849886178970337,-0.04249633848667145,2.5335744794574566e-05,0.3879316449165344,2.84018611907959,0.5262938737869263,1.534359171273536e-06,0.5914713144302368,2.930781841278076,-0.038451410830020905,3.071850005653687e-05,0.38255345821380615,2.915888786315918,0.5446859002113342,1.0380142157373484e-05,0.548419713973999,2.995983123779297,-0.47973403334617615,3.795585143961944e-05,0.4010220468044281,3.005035161972046,0.14103956520557404,3.047549216717016e-05
Correct,0.4977707266807556,0.6226837038993835,-0.5020151138305664,0.9999973773956299,0.5128836035728455,0.5828554034233093,-0.4541732370853424,0.9999953508377075,0.5234034657478333,0.5855056047439575,-0.45392918586730957,0.9999945759773254,0.5317245721817017,0.58871990442276,-0.4536033272743225,0.999995231628418,0.4779454171657562,0.5822495818138123,-0.42754387855529785,0.9999952912330627,0.46557316184043884,0.5848942399024963,-0.42687803506851196,0.9999929070472717,0.45428332686424255,0.5887427926063538,-0.4269469380378723,0.9999939799308777,0.5495538115501404,0.6248445510864258,-0.22239820659160614,0.999995768070221,0.438403844833374,0.6286171078681946,-0.08857133239507675,0.9999951720237732,0.5234044194221497,0.6843743920326233,-0.42701882123947144,0.9999935030937195,0.4777730107307434,0.6836220026016235,-0.390603244304657,0.9999935030937195,0.6469599604606628,0.9213889241218567,-0.14582978188991547,0.9993709325790405,0.34689459204673767,0.9364298582077026,0.07469774782657623,0.9991573691368103,0.8484452962875366,1.039286732673645,-0.5209349989891052,0.9575475454330444,0.12151598930358887,1.05484938621521,-0.2306266725063324,0.9615186452865601,0.8346317410469055,0.731624960899353,-0.8366435766220093,0.9969419836997986,0.15913966298103333,0.7366210222244263,-0.7583156228065491,0.9835150241851807,0.841253936290741,0.6478665471076965,-0.9094411730766296,0.9917383193969727,0.16583193838596344,0.6432704329490662,-0.8448693156242371,0.9631239771842957,0.8199695348739624,0.6231243014335632,-0.808234691619873,0.9921426177024841,0.18914678692817688,0.6303982734680176,-0.753528356552124,0.9707207083702087,0.809894859790802,0.6502300500869751,-0.8141306042671204,0.9905090928077698,0.19410093128681183,0.658993124961853,-0.7533974051475525,0.9729735851287842,0.601163387298584,1.6424905061721802,-0.13316380977630615,0.001588644227012992,0.38744086027145386,1.6777007579803467,0.13789775967597961,0.0016757497796788812,0.574276328086853,2.3077847957611084,-0.3306097388267517,0.0005732083809562027,0.3840476870536804,2.3078885078430176,0.25418469309806824,9.212447184836492e-05,0.5771102905273438,2.84965443611145,-0.049508266150951385,2.435991154925432e-05,0.3842957615852356,2.8399147987365723,0.5103143453598022,1.4573460020983475e-06,0.5874840617179871,2.930354118347168,-0.04528748616576195,2.932935421995353e-05,0.3788736164569855,2.915130853652954,0.5269440412521362,9.988208148570266e-06,0.5431503653526306,2.9951324462890625,-0.4913039803504944,3.693948747240938e-05,0.3983517587184906,3.003209352493286,0.10509349405765533,2.9096212529111654e-05
Correct,0.49782633781433105,0.6227890253067017,-0.5066722631454468,0.9999975562095642,0.5133112072944641,0.582822322845459,-0.4593488276004791,0.9999956488609314,0.5239108800888062,0.5854843854904175,-0.4590788781642914,0.9999948740005493,0.532093346118927,0.5887086391448975,-0.45872870087623596,0.9999955296516418,0.4782210886478424,0.5821780562400818,-0.43199053406715393,0.9999955892562866,0.465914249420166,0.5848351120948792,-0.43126440048217773,0.9999933838844299,0.45464658737182617,0.5887002348899841,-0.4313097596168518,0.9999943971633911,0.5501769185066223,0.6243256330490112,-0.227903813123703,0.9999960064888,0.4391922354698181,0.6275502443313599,-0.09013392776250839,0.9999954700469971,0.5233187675476074,0.6843702793121338,-0.4317896366119385,0.9999938607215881,0.4776186943054199,0.683672308921814,-0.394300252199173,0.9999938607215881,0.6490904688835144,0.9221484065055847,-0.15164954960346222,0.9993705153465271,0.3471476137638092,0.9365487694740295,0.0709155946969986,0.9991760849952698,0.8493615984916687,1.039841890335083,-0.5248295068740845,0.9571273326873779,0.12413138151168823,1.055600881576538,-0.23823674023151398,0.9614652991294861,0.8345309495925903,0.7331269979476929,-0.8459967374801636,0.9968541860580444,0.15872693061828613,0.7413257360458374,-0.7586140632629395,0.9837546944618225,0.8412851095199585,0.6478137373924255,-0.9187445640563965,0.9916754364967346,0.1637578159570694,0.6460450291633606,-0.8450988531112671,0.964336097240448,0.8198572993278503,0.6234268546104431,-0.8176325559616089,0.9921346306800842,0.18699093163013458,0.6329963207244873,-0.7556236982345581,0.9718654155731201,0.8096833229064941,0.650753378868103,-0.8239656686782837,0.9905121326446533,0.19252438843250275,0.6614750623703003,-0.7546254396438599,0.9739628434181213,0.5997724533081055,1.643162727355957,-0.13153240084648132,0.001491235219873488,0.38643020391464233,1.6774545907974243,0.13620851933956146,0.0015765062998980284,0.5727731585502625,2.308182954788208,-0.32810574769973755,0.0005749037954956293,0.38201892375946045,2.3081045150756836,0.23411282896995544,9.049773507285863e-05,0.5756304264068604,2.8505561351776123,-0.05470604822039604,2.3357912141364068e-05,0.38193798065185547,2.8404932022094727,0.45692911744117737,1.3759663488599472e-06,0.5861512422561646,2.9316585063934326,-0.050825316458940506,2.812426828313619e-05,0.3764612078666687,2.9154460430145264,0.469698965549469,9.455406143388245e-06,0.5405924916267395,2.9952681064605713,-0.4934208393096924,3.586778257158585e-05,0.3968319892883301,3.0038437843322754,0.0435623824596405,2.753878834482748e-05
Correct,0.49796295166015625,0.6227875351905823,-0.5090965628623962,0.9999977350234985,0.5135706067085266,0.5827460885047913,-0.46268194913864136,0.9999959468841553,0.5242453217506409,0.5854701399803162,-0.46243566274642944,0.999995231628418,0.5323578119277954,0.588718056678772,-0.46209120750427246,0.9999958276748657,0.47843655943870544,0.5818315148353577,-0.43431100249290466,0.9999958872795105,0.46616798639297485,0.5845012068748474,-0.4335860311985016,0.9999938011169434,0.45485925674438477,0.5884464383125305,-0.4336494505405426,0.9999947547912598,0.5503591299057007,0.6243187785148621,-0.23095683753490448,0.9999962449073792,0.4394153952598572,0.6270325779914856,-0.0938587412238121,0.999995768070221,0.5232971906661987,0.6843683123588562,-0.43436503410339355,0.9999942183494568,0.4774845540523529,0.6836732625961304,-0.3949871063232422,0.9999942779541016,0.6487464904785156,0.9227060079574585,-0.15245768427848816,0.9993902444839478,0.34668105840682983,0.9368368983268738,0.061720795929431915,0.9992040991783142,0.8495699167251587,1.0408358573913574,-0.5228196382522583,0.9566771388053894,0.12280408293008804,1.0564433336257935,-0.2585197687149048,0.9602181315422058,0.8344707489013672,0.7345703840255737,-0.8469288945198059,0.9968518614768982,0.1585700958967209,0.741523802280426,-0.7770994901657104,0.9836384654045105,0.8414963483810425,0.6479048132896423,-0.9204068183898926,0.9917669296264648,0.16331139206886292,0.6463279128074646,-0.8691323399543762,0.964818000793457,0.8198478817939758,0.6238760352134705,-0.8192754983901978,0.9922583699226379,0.18641270697116852,0.6337898969650269,-0.7717902660369873,0.9724266529083252,0.8095465898513794,0.6511402726173401,-0.8256412744522095,0.9906415343284607,0.19216673076152802,0.6621560454368591,-0.770929217338562,0.974422812461853,0.6017786264419556,1.6439261436462402,-0.12856146693229675,0.0013883764622732997,0.3856395184993744,1.6777911186218262,0.13352560997009277,0.0014703101478517056,0.575951337814331,2.3087422847747803,-0.3122362494468689,0.0005552922957576811,0.3819323778152466,2.309084892272949,0.22068285942077637,8.574207458877936e-05,0.5824687480926514,2.8509562015533447,-0.028177540749311447,2.1791418475913815e-05,0.3835894465446472,2.8424644470214844,0.4552757143974304,1.2818803725167527e-06,0.5927464365959167,2.9321553707122803,-0.022704927250742912,2.6275505661033094e-05,0.3779818117618561,2.9183294773101807,0.46910038590431213,8.794247150945012e-06,0.5492750406265259,2.996291399002075,-0.46827736496925354,3.416885374463163e-05,0.3993673324584961,3.005181312561035,0.036042943596839905,2.5854709747363813e-05
Correct,0.4982735514640808,0.6231057643890381,-0.5097504258155823,0.9999979138374329,0.5139437317848206,0.5827653408050537,-0.4646349549293518,0.9999962449073792,0.5246155858039856,0.5854871869087219,-0.46440139412879944,0.9999955296516418,0.5326401591300964,0.5887293815612793,-0.4640679955482483,0.9999961256980896,0.4787499010562897,0.5818677544593811,-0.4358370900154114,0.9999961853027344,0.4664601683616638,0.5845722556114197,-0.4351420998573303,0.9999942183494568,0.4551330506801605,0.5885738134384155,-0.4352223873138428,0.9999951124191284,0.5506128072738647,0.6241977214813232,-0.23248417675495148,0.9999964833259583,0.43957361578941345,0.6269800662994385,-0.0947994738817215,0.9999960660934448,0.5234714150428772,0.6845275163650513,-0.4359716475009918,0.9999945759773254,0.4776208996772766,0.6842254400253296,-0.39554500579833984,0.9999946355819702,0.649234414100647,0.9242603778839111,-0.15472319722175598,0.9993935227394104,0.3463823199272156,0.9370847940444946,0.05980962514877319,0.9992194175720215,0.8500827550888062,1.0413981676101685,-0.5283570885658264,0.9557403922080994,0.11997940391302109,1.0594614744186401,-0.28344452381134033,0.9592869281768799,0.8344420194625854,0.7351935505867004,-0.8525609970092773,0.9968559145927429,0.1584015190601349,0.7424842119216919,-0.831861674785614,0.9838715195655823,0.8416615724563599,0.6479300856590271,-0.9261641502380371,0.9918928146362305,0.1633104532957077,0.6471342444419861,-0.9280362129211426,0.9659779667854309,0.8198369145393372,0.6240315437316895,-0.8231737017631531,0.9924027919769287,0.1861197054386139,0.6344893574714661,-0.8291071653366089,0.97350013256073,0.8094614744186401,0.6513510346412659,-0.8306795358657837,0.9908077120780945,0.19179955124855042,0.662986695766449,-0.8250625729560852,0.9753385186195374,0.6006503105163574,1.6713714599609375,-0.13156309723854065,0.001292724977247417,0.38498905301094055,1.6776500940322876,0.13663211464881897,0.0013689680490642786,0.5747197866439819,2.310321092605591,-0.34458357095718384,0.0005452923360280693,0.38086798787117004,2.311810255050659,0.23444513976573944,8.188423089450225e-05,0.5808404088020325,2.8541667461395264,-0.07319723069667816,2.0626212062779814e-05,0.3823341131210327,2.84533429145813,0.4813116490840912,1.1986891195192584e-06,0.5915129780769348,2.9373018741607666,-0.06957272440195084,2.487710844434332e-05,0.3768463730812073,2.921539306640625,0.497548907995224,8.256357432401273e-06,0.5468595027923584,2.9971697330474854,-0.522241473197937,3.334673965582624e-05,0.39851057529449463,3.0081753730773926,0.06439176946878433,2.4632747226860374e-05
Correct,0.4982399046421051,0.623092532157898,-0.5190302133560181,0.9999979734420776,0.5139888525009155,0.5827140212059021,-0.47133564949035645,0.9999963641166687,0.5247137546539307,0.5854584574699402,-0.4710979461669922,0.9999956488609314,0.5327652096748352,0.5887198448181152,-0.4707387387752533,0.9999961853027344,0.47876590490341187,0.5817958116531372,-0.4411347806453705,0.9999962449073792,0.4664837718009949,0.5845357775688171,-0.44044893980026245,0.9999943971633911,0.45512834191322327,0.588563859462738,-0.44050973653793335,0.999995231628418,0.5507527589797974,0.6241212487220764,-0.2379351556301117,0.999996542930603,0.4396199584007263,0.6269041895866394,-0.09531118720769882,0.9999961853027344,0.5234364867210388,0.6845073103904724,-0.445307195186615,0.9999945759773254,0.47750139236450195,0.6841660737991333,-0.40373101830482483,0.9999947547912598,0.6503179669380188,0.9249372482299805,-0.16719171404838562,0.9993529915809631,0.34615641832351685,0.9358357787132263,0.05977364256978035,0.9992064237594604,0.8501127362251282,1.037515640258789,-0.5461519956588745,0.9550198316574097,0.11865182965993881,1.0592188835144043,-0.2831903100013733,0.9586983919143677,0.8346058130264282,0.7345085144042969,-0.8579891920089722,0.996896505355835,0.15841610729694366,0.7412022352218628,-0.8352206349372864,0.9841203689575195,0.8416832089424133,0.6469218730926514,-0.9291136860847473,0.9920456409454346,0.1633770763874054,0.6454628705978394,-0.9299313426017761,0.9668928980827332,0.8198358416557312,0.6230443716049194,-0.8266574740409851,0.9925357103347778,0.18631026148796082,0.6332324743270874,-0.8289579153060913,0.9743092656135559,0.8094857335090637,0.6509794592857361,-0.8335494995117188,0.9909842014312744,0.19183480739593506,0.6616959571838379,-0.8274362683296204,0.976105809211731,0.6000025272369385,1.6796449422836304,-0.13457255065441132,0.0012130280956625938,0.38454827666282654,1.677439570426941,0.13945649564266205,0.0012847984908148646,0.5746769309043884,2.310340404510498,-0.33161836862564087,0.0005317993345670402,0.38096898794174194,2.3114943504333496,0.2546502947807312,7.858113531256095e-05,0.5820924043655396,2.8540191650390625,-0.048352427780628204,1.9709124899236485e-05,0.384347140789032,2.845001459121704,0.5106188058853149,1.1334840337440255e-06,0.5935834646224976,2.937023878097534,-0.043531037867069244,2.3813086954760365e-05,0.3790789544582367,2.9211792945861816,0.527667760848999,7.920697498775553e-06,0.5474797487258911,2.9970858097076416,-0.49621328711509705,3.2175190426642075e-05,0.39886996150016785,3.007342576980591,0.09059683978557587,2.368374953221064e-05
Correct,0.49819737672805786,0.6245133876800537,-0.5107366442680359,0.999998152256012,0.5139786005020142,0.58360755443573,-0.4588509202003479,0.9999966025352478,0.5247231721878052,0.5862179398536682,-0.4585617482662201,0.9999959468841553,0.5327746868133545,0.5892912745475769,-0.45818138122558594,0.9999964237213135,0.4787510335445404,0.5827879309654236,-0.43093976378440857,0.999996542930603,0.46646803617477417,0.5854595899581909,-0.4301588535308838,0.9999948143959045,0.4551149904727936,0.589352011680603,-0.4301742911338806,0.9999955892562866,0.5507552623748779,0.6241381168365479,-0.2219245433807373,0.9999967813491821,0.4395671486854553,0.6269696354866028,-0.08384894579648972,0.9999964237213135,0.5234043002128601,0.6851869225502014,-0.43697604537010193,0.9999949336051941,0.47744879126548767,0.6854599714279175,-0.39848875999450684,0.9999950528144836,0.6503298878669739,0.9195482730865479,-0.1628500521183014,0.9993686079978943,0.34570807218551636,0.9326633214950562,0.05946480110287666,0.9992258548736572,0.8519595861434937,1.0308412313461304,-0.5236929655075073,0.9565423727035522,0.1178073063492775,1.027279019355774,-0.2906051576137543,0.959811270236969,0.8341872096061707,0.711706280708313,-0.8025067448616028,0.9968441128730774,0.1584835797548294,0.7008193731307983,-0.8288581967353821,0.9836211800575256,0.8381942510604858,0.6177446246147156,-0.869124710559845,0.9918462634086609,0.16464635729789734,0.6116285920143127,-0.9272540211677551,0.966080367565155,0.8169428110122681,0.5939388871192932,-0.7667880654335022,0.9923367500305176,0.18669506907463074,0.5990446209907532,-0.8262441754341125,0.9737694263458252,0.8078703880310059,0.6271887421607971,-0.7788508534431458,0.9907759428024292,0.19192251563072205,0.6287000179290771,-0.8220759630203247,0.9757593274116516,0.6008012890815735,1.678558349609375,-0.13360613584518433,0.0011648795334622264,0.38610050082206726,1.6730315685272217,0.13847193121910095,0.0012369788018986583,0.5800464749336243,2.306509494781494,-0.3225474953651428,0.0005281075718812644,0.385283887386322,2.3098790645599365,0.24073238670825958,7.772258686600253e-05,0.5934067964553833,2.848871946334839,-0.03577996790409088,1.8891218132921495e-05,0.394378662109375,2.8427913188934326,0.4644908010959625,1.1002397286574706e-06,0.6057363748550415,2.931691884994507,-0.030521562322974205,2.2852711481391452e-05,0.3896057605743408,2.917637348175049,0.4763514995574951,7.736294719506986e-06,0.5618222951889038,2.9914631843566895,-0.48473143577575684,3.1670053431298584e-05,0.41088882088661194,3.006666421890259,0.032683636993169785,2.313430013600737e-05
